Gene_ID	Final_Annotation
1_2582	Hypothetical protein
1_2583	GTPase Der {ECO:0000255|HAMAP-Rule:MF_00195}
1_2584	Outer membrane protein assembly factor BamB {ECO:0000255|HAMAP-Rule:MF_00923}
1_2585	Ancillary SecYEG translocon subunit {ECO:0000305}
1_2586	Histidine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00127}
1_2587	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) {ECO:0000255|HAMAP-Rule:MF_00159}
1_2588	Cytoskeleton protein RodZ {ECO:0000255|HAMAP-Rule:MF_02017}
1_2589	Dual-specificity RNA methyltransferase RlmN {ECO:0000255|HAMAP-Rule:MF_01849}
1_2590	Nucleoside diphosphate kinase {ECO:0000255|HAMAP-Rule:MF_00451}
1_2591	Transpeptidase-like module
1_2592	Alpha-2-macroglobulin {ECO:0000250|UniProtKB:P76578}
1_2593	3-mercaptopyruvate sulfurtransferase
1_2594	Protein SseB
1_2595	Peptidase B {ECO:0000255|HAMAP-Rule:MF_00504}
1_2596	Hypothetical protein
1_2597	2Fe-2S ferredoxin
1_2598	Chaperone protein HscA {ECO:0000255|HAMAP-Rule:MF_00679}
1_2599	Co-chaperone protein HscB {ECO:0000255|HAMAP-Rule:MF_00682}
1_2600	Iron-binding protein IscA {ECO:0000255|HAMAP-Rule:MF_01429}
1_2601	Iron sulfur cluster assembly protein 1, mitochondrial
1_2602	Cysteine desulfurase IscS {ECO:0000255|HAMAP-Rule:MF_00331}
1_2603	HTH-type transcriptional regulator IscR {ECO:0000255|HAMAP-Rule:MF_01176}
1_2604	Uncharacterized tRNA/rRNA methyltransferase HI_0380 {ECO:0000305}
1_2605	Nus factor SuhB {ECO:0000250|UniProtKB:P0ADG4}
1_2606	Uncharacterized protein YfhR
1_2607	Stationary phase-inducible protein CsiE
1_2608	Probable 3-phenylpropionic acid transporter
1_2609	Hca operon transcriptional activator HcaR
1_2610	Naphthalene 1,2-dioxygenase system, large oxygenase component {ECO:0000250|UniProtKB:P0A110}
1_2611	3-phenylpropionate/cinnamic acid dioxygenase subunit beta {ECO:0000255|HAMAP-Rule:MF_01649}
1_2612	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit {ECO:0000255|HAMAP-Rule:MF_01650}
1_2613	1,2-dihydroxy-1,2-dihydronaphthalene dehydrogenase {ECO:0000250|UniProtKB:P0A170}
1_2614	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component {ECO:0000255|HAMAP-Rule:MF_01651}
1_2615	Inner membrane protein YphA
1_2616	Uncharacterized protein YphB
1_2617	Uncharacterized zinc-type alcohol dehydrogenase-like protein YphC
1_2618	Ribose import permease protein RbsC {ECO:0000250|UniProtKB:P0AGI1}
1_2619	Ribose import ATP-binding protein RbsA {ECO:0000255|HAMAP-Rule:MF_01716}
1_2620	ABC transporter periplasmic-binding protein YphF
1_2621	Uncharacterized protein YphG
1_2622	Uncharacterized protein YphH
1_2623	Serine hydroxymethyltransferase {ECO:0000255|HAMAP-Rule:MF_00051}
1_2624	Flavohemoprotein-2
1_2625	Nitrogen regulatory protein P-II
1_2626	Luminescence regulatory protein LuxO
1_2627	Quorum-sensing regulator protein G
1_2628	Sensor histidine kinase QseE
1_2629	Phosphoribosylformylglycinamidine synthase {ECO:0000255|HAMAP-Rule:MF_00419}
1_2630	Membrane-bound lytic murein transglycosylase F {ECO:0000255|HAMAP-Rule:MF_02016}
1_2631	tRNA-specific adenosine deaminase {ECO:0000255|HAMAP-Rule:MF_00972}
1_2632	Phosphatidylglycerophosphatase C
1_2633	Uncharacterized HTH-type transcriptional regulator YfhH
1_2634	Ferredoxin YfhL {ECO:0000305}
1_2635	Holo-[acyl-carrier-protein] synthase {ECO:0000255|HAMAP-Rule:MF_00101}
1_2636	Pyridoxine 5'-phosphate synthase {ECO:0000255|HAMAP-Rule:MF_00279}
1_2637	DNA repair protein RecO {ECO:0000255|HAMAP-Rule:MF_00201}
1_2638	GTPase Era {ECO:0000255|HAMAP-Rule:MF_00367}
1_2639	Ribonuclease 3 {ECO:0000255|HAMAP-Rule:MF_00104}
1_2640	Signal peptidase I
1_2641	Elongation factor 4 {ECO:0000255|HAMAP-Rule:MF_00071}
1_2642	Protein RseC {ECO:0000305}
1_2643	Sigma-E factor regulatory protein RseB
1_2644	Anti-sigma-E factor RseA
1_2645	RNA polymerase sigma-H factor
1_2646	L-aspartate oxidase
1_2647	tRNA1(Val) (adenine(37)-N6)-methyltransferase {ECO:0000255|HAMAP-Rule:MF_01872}
1_2648	ATP-dependent RNA helicase DDX42
1_2649	Uncharacterized HTH-type transcriptional regulator YfiE
1_2650	Cysteine/O-acetylserine efflux protein
1_2651	Autonomous glycyl radical cofactor {ECO:0000255|HAMAP-Rule:MF_00806}
1_2652	Uracil-DNA glycosylase {ECO:0000255|HAMAP-Rule:MF_00148}
1_2653	Uncharacterized tRNA/rRNA methyltransferase HI_0424
1_2654	Thioredoxin 2
1_2655	tRNA-uridine aminocarboxypropyltransferase {ECO:0000305}
1_2656	Acetate--CoA ligase [ADP-forming] {ECO:0000305}
1_2657	CDP-diacylglycerol--serine O-phosphatidyltransferase
1_2658	Uncharacterized protein YfiM
1_2659	Citrate-proton symporter
1_2660	Hypothetical protein
1_2661	Hypothetical protein
1_2662	Chaperone protein ClpB 2
1_2663	Purine nucleoside phosphorylase PD_1754
1_2664	Uncharacterized RNA pseudouridine synthase YlyB
1_2665	Outer membrane protein assembly factor BamD {ECO:0000255|HAMAP-Rule:MF_00922}
1_2666	Ribosome-associated factor Y {ECO:0000305}
1_2667	Prephenate dehydratase {ECO:0000250|UniProtKB:P0A9J8}
1_2668	Prephenate dehydrogenase
1_2669	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited
1_2670	Uncharacterized protein YfiL
1_2671	Protein YfiR {ECO:0000305}
1_2672	NULL
1_2673	Putative lipoprotein YfiB
1_2674	50S ribosomal protein L19 {ECO:0000255|HAMAP-Rule:MF_00402}
1_2675	tRNA (guanine-N(1)-)-methyltransferase {ECO:0000255|HAMAP-Rule:MF_00605}
1_2676	Ribosome maturation factor RimM {ECO:0000255|HAMAP-Rule:MF_00014}
1_2677	Hypothetical protein
1_2678	Signal recognition particle 54 kDa protein {ECO:0000255|HAMAP-Rule:MF_00306}
1_2679	Inner membrane protein YpjD
1_2680	UPF0053 protein HI_0107
1_2681	Protein GrpE {ECO:0000255|HAMAP-Rule:MF_01151}
1_2682	NAD kinase {ECO:0000255|HAMAP-Rule:MF_00361}
1_2683	DNA repair protein RecN
1_2684	Outer membrane protein assembly factor BamE {ECO:0000255|HAMAP-Rule:MF_00925}
1_2685	Protein RnfH {ECO:0000255|HAMAP-Rule:MF_00460}
1_2686	Ribosome association toxin RatA
1_2687	SsrA-binding protein {ECO:0000255|HAMAP-Rule:MF_00023}
1_2688	Hypothetical protein
1_2689	Prophage integrase IntA {ECO:0000305}
1_2690	Uncharacterized protein YfjH
1_2691	Hypothetical protein
1_2692	Protein YfjI
1_2693	Uncharacterized protein YfjJ
1_2694	Uncharacterized protein YfjK
1_2695	Uncharacterized protein YfjL
1_2696	mRNA endoribonuclease toxin LS
1_2697	Antitoxin RnlB
1_2698	Uncharacterized protein YkfA
1_2699	UPF0380 protein YubP
1_2700	Uncharacterized HTH-type transcriptional regulator YfjR
1_2701	Hypothetical protein
1_2702	Lipoprotein YafY
1_2703	Uncharacterized protein YkfB
1_2704	Putative arsenate reductase-like protein
1_2705	Arsenical pump membrane protein
1_2706	Hypothetical protein
1_2707	Uncharacterized protein YfjW
1_2708	Uncharacterized protein YafX
1_2709	UPF0758 protein YeeS
1_2710	Hypothetical protein
1_2711	Antitoxin YafW {ECO:0000303|PubMed:14594833}
1_2712	Toxin YpjF {ECO:0000303|PubMed:14594833}
1_2713	Pertactin translocator
1_2714	Protein YpjB
1_2715	Protein YpjC
1_2716	Putative uncharacterized protein YgaQ
1_2717	Putative uncharacterized protein YgaQ
1_2718	Putative uncharacterized protein YgaQ
1_2719	Glutarate 2-hydroxylase {ECO:0000255|HAMAP-Rule:MF_01083}
1_2720	NULL
1_2721	Betaine aldehyde dehydrogenase {ECO:0000255|HAMAP-Rule:MF_00804}
1_2722	Acetylornithine/succinyldiaminopimelate aminotransferase {ECO:0000255|HAMAP-Rule:MF_01107}
1_2723	Proline-specific permease ProY
1_2724	HTH-type transcriptional repressor GlaR
1_2725	Potassium binding protein Kbp {ECO:0000250|UniProtKB:P0ADE6}
1_2726	Hypothetical protein
1_2727	Probable HTH-type transcriptional regulator YgaV
1_2728	Inner membrane protein YgaP
1_2729	DNA-binding protein StpA
1_2730	L-alanine exporter AlaE {ECO:0000255|HAMAP-Rule:MF_00914}
1_2731	Uncharacterized protein YgaC
1_2732	Uncharacterized protein YgaM
1_2733	Hypothetical protein
1_2734	Protein NrdI {ECO:0000255|HAMAP-Rule:MF_00128}
1_2735	Ribonucleoside-diphosphate reductase subunit alpha
1_2736	SPbeta prophage-derived ribonucleoside-diphosphate reductase subunit beta
1_2737	Spermidine/putrescine import ATP-binding protein PotA {ECO:0000255|HAMAP-Rule:MF_01726}
1_2738	Insertion element iso-IS1d protein InsA
1_2739	Insertion element IS1 protein InsB
1_2740	NULL
1_2741	Glycine betaine-binding periplasmic protein OusX {ECO:0000305}
1_2742	Hypothetical protein
1_2743	Uncharacterized transporter YgaY
1_2744	Inner membrane protein YgaZ
1_2745	Uncharacterized protein YgaH
1_2746	Transcriptional repressor MprA
1_2747	Fatty acid resistance protein FarA {ECO:0000305}
1_2748	Fatty acid resistance protein FarB {ECO:0000305}
1_2749	S-ribosylhomocysteine lyase {ECO:0000255|HAMAP-Rule:MF_00091}
1_2750	Glutamate--cysteine ligase {ECO:0000255|HAMAP-Rule:MF_00578}
1_2751	Inner membrane protein YqaA
1_2752	Fructose-1-phosphate phosphatase YqaB
1_2753	Hypothetical protein
1_2754	Hypothetical protein
1_2755	Alanine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00036}
1_2756	Regulatory protein RecX {ECO:0000255|HAMAP-Rule:MF_01114}
1_2757	Protein RecA {ECO:0000255|HAMAP-Rule:MF_00268}
1_2758	Nicotinamide-nucleotide amidohydrolase PncC
1_2759	NULL
1_2760	PTS system glucitol/sorbitol-specific EIIC component {ECO:0000250|UniProtKB:P56579}
1_2761	PTS system glucitol/sorbitol-specific EIIB component {ECO:0000250|UniProtKB:P56580}
1_2762	PTS system glucitol/sorbitol-specific EIIA component {ECO:0000250|UniProtKB:P05706}
1_2763	Sorbitol-6-phosphate 2-dehydrogenase
1_2764	Glucitol operon activator protein
1_2765	Glucitol operon repressor
1_2766	Uncharacterized phosphosugar isomerase aq_1546
1_2767	Anaerobic nitric oxide reductase transcription regulator NorR {ECO:0000255|HAMAP-Rule:MF_01314}
1_2768	Rubredoxin-oxygen oxidoreductase
1_2769	Nitric oxide reductase FlRd-NAD(+) reductase {ECO:0000255|HAMAP-Rule:MF_01313}
1_2770	Probable carbamoyltransferase HypF {ECO:0000250|UniProtKB:P30131}
1_2771	Putative electron transport protein YsaA
1_2772	HTH-type transcriptional regulator AscG
1_2773	Beta-glucoside-specific phosphotransferase enzyme IIA component
1_2774	Aryl-phospho-beta-D-glucosidase BglC
1_2775	Hydrogenase 3 maturation protease
1_2776	Formate hydrogenlyase maturation protein HycH
1_2777	Hydrogenase-4 component I
1_2778	Formate hydrogenlyase subunit 6
1_2779	Carbon monoxide-induced hydrogenase
1_2780	Hydrogenase-4 component C
1_2781	Hydrogenase-4 component B
1_2782	Hydrogenase-4 component A
1_2783	Formate hydrogenlyase regulatory protein HycA
1_2784	Hydrogenase maturation factor HypA {ECO:0000255|HAMAP-Rule:MF_00213}
1_2785	Hydrogenase maturation factor HypB {ECO:0000250|UniProtKB:P0AAN3}
1_2786	Hydrogenase maturation factor HypC {ECO:0000250|UniProtKB:P0AAM3}
1_2787	Putative hydrogenase expression/formation protein MJ0993
1_2788	Putative hydrogenase expression/formation protein MJ0676
1_2789	NULL
1_2790	Uncharacterized protein YgbA
1_2791	Hypothetical protein
1_2792	DNA mismatch repair protein MutS {ECO:0000255|HAMAP-Rule:MF_00096}
1_2793	Serine/threonine-protein phosphatase 1
1_2794	Uncharacterized HTH-type transcriptional regulator HI_1009
1_2795	L-threonate dehydrogenase {ECO:0000303|PubMed:27402745}
1_2796	3-oxo-tetronate kinase {ECO:0000303|PubMed:27402745}
1_2797	3-oxo-tetronate 4-phosphate decarboxylase {ECO:0000303|PubMed:27402745}
1_2798	Putative hydroxypyruvate isomerase
1_2799	Gnt-II system L-idonate transporter
1_2800	RNA polymerase sigma factor RpoD {ECO:0000255|HAMAP-Rule:MF_00963}
1_2801	Lipoprotein NlpD/LppB homolog
1_2802	Protein-L-isoaspartate O-methyltransferase {ECO:0000255|HAMAP-Rule:MF_00090}
1_2803	5'/3'-nucleotidase SurE {ECO:0000255|HAMAP-Rule:MF_00060}
1_2804	tRNA pseudouridine synthase D {ECO:0000255|HAMAP-Rule:MF_01082}
1_2805	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase {ECO:0000255|HAMAP-Rule:MF_00107}
1_2806	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase {ECO:0000255|HAMAP-Rule:MF_00108}
1_2807	Cell division protein FtsB {ECO:0000255|HAMAP-Rule:MF_00599}
1_2808	Inner membrane protein YgbE
1_2809	Adenylyl-sulfate kinase {ECO:0000255|HAMAP-Rule:MF_00065}
1_2810	Sulfate adenylyltransferase subunit 1 {ECO:0000255|HAMAP-Rule:MF_00062}
1_2811	Sulfate adenylyltransferase subunit 2 {ECO:0000255|HAMAP-Rule:MF_00064}
1_2812	Alkaline phosphatase isozyme conversion protein
1_2813	CRISPR-associated endoribonuclease Cas2
1_2814	CRISPR-associated endonuclease Cas1 2 {ECO:0000255|HAMAP-Rule:MF_01470}
1_2815	CRISPR system Cascade subunit CasE
1_2816	CRISPR system Cascade subunit CasD
1_2817	CRISPR system Cascade subunit CasC
1_2818	CRISPR system Cascade subunit CasB
1_2819	CRISPR system Cascade subunit CasA
1_2820	CRISPR-associated endonuclease/helicase Cas3
1_2821	Phosphoadenosine 5'-phosphosulfate reductase {ECO:0000255|HAMAP-Rule:MF_00063}
1_2822	Sulfite reductase [NADPH] hemoprotein beta-component {ECO:0000255|HAMAP-Rule:MF_01540}
1_2823	Sulfite reductase [NADPH] flavoprotein alpha-component {ECO:0000255|HAMAP-Rule:MF_01541}
1_2824	6-carboxy-5,6,7,8-tetrahydropterin synthase
1_2825	Protein FixC
1_2826	Ferredoxin-like protein YgcO
1_2827	Uncharacterized protein YgcP
1_2828	Putative electron transfer flavoprotein subunit YgcQ
1_2829	Putative electron transfer flavoprotein subunit YgcR
1_2830	Inner membrane metabolite transport protein YgcS
1_2831	Uncharacterized FAD-linked oxidoreductase YgcU
1_2832	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase {ECO:0000303|PubMed:24509771}
1_2833	Inner membrane protein YqcE
1_2834	Uncharacterized sugar kinase YgcE
1_2835	7-carboxy-7-deazaguanine synthase {ECO:0000255|HAMAP-Rule:MF_00917}
1_2836	Hypothetical protein
1_2837	Enolase {ECO:0000255|HAMAP-Rule:MF_00318}
1_2838	CTP synthase {ECO:0000255|HAMAP-Rule:MF_01227}
1_2839	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
1_2840	Endoribonuclease toxin MazF
1_2841	Hypothetical protein
1_2842	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
1_2843	Putative transposase InsD for insertion element IS2E
1_2844	Insertion element IS2A uncharacterized 48.2 kDa protein
1_2845	Hypothetical protein
1_2846	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD {ECO:0000255|HAMAP-Rule:MF_01010}
1_2847	Histidine kinase 3
1_2848	Glucarate dehydratase-related protein
1_2849	Glucarate dehydratase
1_2850	D-galactonate transporter
1_2851	Flavodoxin YqcA {ECO:0000305}
1_2852	tRNA pseudouridine synthase C
1_2853	Uncharacterized protein YqcC
1_2854	Protein Syd {ECO:0000255|HAMAP-Rule:MF_01104}
1_2855	NADPH-dependent 7-cyano-7-deazaguanine reductase {ECO:0000255|HAMAP-Rule:MF_00817}
1_2856	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase {ECO:0000250|UniProtKB:P0ADR8}
1_2857	Threonine/serine transporter TdcC {ECO:0000255|HAMAP-Rule:MF_01583}
1_2858	L-serine dehydratase
1_2859	Flap endonuclease Xni {ECO:0000255|HAMAP-Rule:MF_01192}
1_2860	NADPH-dependent butanol dehydrogenase
1_2861	5-methylthioribulose-1-phosphate/5-deoxyribulose-1-phosphate aldolase {ECO:0000303|PubMed:31950558}
1_2862	L-fucose-proton symporter {ECO:0000250|UniProtKB:P11551}
1_2863	L-fucose isomerase {ECO:0000255|HAMAP-Rule:MF_01254}
1_2864	L-fuculokinase {ECO:0000255|HAMAP-Rule:MF_00986}
1_2865	L-fucose mutarotase {ECO:0000255|HAMAP-Rule:MF_01662}
1_2866	L-fucose operon activator
1_2867	Ribosomal RNA large subunit methyltransferase M {ECO:0000255|HAMAP-Rule:MF_01551}
1_2868	UPF0382 inner membrane protein YgdD
1_2869	Glycine cleavage system transcriptional activator homolog
1_2870	Hypothetical protein
1_2871	Cysteine desulfurase {ECO:0000255|HAMAP-Rule:MF_01831}
1_2872	Sulfur acceptor protein CsdE
1_2873	tRNA threonylcarbamoyladenosine dehydratase
1_2874	Membrane-bound lytic murein transglycosylase A
1_2875	N-acetylmuramoyl-L-alanine amidase AmiA
1_2876	Amino-acid acetyltransferase
1_2877	RecBCD enzyme subunit RecD {ECO:0000255|HAMAP-Rule:MF_01487}
1_2878	RecBCD enzyme subunit RecB {ECO:0000255|HAMAP-Rule:MF_01485}
1_2879	Putative zinc protease mug138
1_2880	RecBCD enzyme subunit RecC {ECO:0000255|HAMAP-Rule:MF_01486}
1_2881	Prepilin peptidase-dependent protein C
1_2882	Uncharacterized protein YgdB
1_2883	Prepilin peptidase-dependent protein B
1_2884	Prepilin peptidase-dependent protein A
1_2885	Thymidylate synthase {ECO:0000255|HAMAP-Rule:MF_00008}
1_2886	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147}
1_2887	Phosphoenolpyruvate-protein phosphotransferase {ECO:0000250|UniProtKB:P08839}
1_2888	RNA pyrophosphohydrolase {ECO:0000255|HAMAP-Rule:MF_00298}
1_2889	Hypothetical protein
1_2890	DNA mismatch repair protein MutH {ECO:0000255|HAMAP-Rule:MF_00759}
1_2891	UPF0053 protein BU323
1_2892	Hypothetical protein
1_2893	NULL
1_2894	Lysophospholipid transporter LplT {ECO:0000255|HAMAP-Rule:MF_01585}
1_2895	Acyl-[acyl-carrier-protein] synthetase {ECO:0000255|HAMAP-Rule:MF_01162}
1_2896	HTH-type transcriptional regulator GalR
1_2897	Diaminopimelate decarboxylase {ECO:0000255|HAMAP-Rule:MF_02120}
1_2898	Transcriptional activator protein LysR
1_2899	L-aspartate/glutamate-specific racemase {ECO:0000303|PubMed:26555188}
1_2900	Inositol transporter 4
1_2901	Uncharacterized oxidoreductase YgcW
1_2902	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase {ECO:0000255|HAMAP-Rule:MF_00687}
1_2903	Probable acetyl-CoA acetyltransferase
1_2904	Serine transporter SdaC {ECO:0000250|UniProtKB:P0AAD6}
1_2905	Uncharacterized protein YqeH
1_2906	Hypothetical protein
1_2907	Uncharacterized protein YqeI
1_2908	Uncharacterized protein YqeJ
1_2909	Hypothetical protein
1_2910	Uncharacterized protein YqeK
1_2911	Putative uncharacterized protein YgeF
1_2912	Uncharacterized protein YgeG
1_2913	Uncharacterized protein YgeH
1_2914	Hypothetical protein
1_2915	Peptidoglycan-binding-like protein
1_2916	Uncharacterized response regulatory protein YgeK
1_2917	Hypothetical protein
1_2918	Putative uncharacterized protein YgeN
1_2919	Hypothetical protein
1_2920	Putative transposase InsD for insertion element IS2E
1_2921	Insertion element IS2A uncharacterized 48.2 kDa protein
1_2922	Uncharacterized lipoprotein YgeQ
1_2923	Outer membrane antigenic lipoprotein B
1_2924	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
1_2925	Xanthine dehydrogenase FAD-binding subunit
1_2926	Xanthine dehydrogenase iron-sulfur-binding subunit
1_2927	NULL
1_2928	Putative carbamoyltransferase YgeW {ECO:0000250|UniProtKB:Q46803}
1_2929	Diaminopropionate ammonia-lyase
1_2930	Uncharacterized protein YgeY
1_2931	Dihydropyrimidinase
1_2932	Carbamate kinase 2
1_2933	Uncharacterized protein YqeB
1_2934	Uncharacterized protein YqeC
1_2935	Molybdenum cofactor cytidylyltransferase
1_2936	Putative oxidoreductase YgfK {ECO:0000250|UniProtKB:Q46811}
1_2937	Putative aminohydrolase SsnA
1_2938	Uncharacterized protein YgfM
1_2939	Probable hypoxanthine oxidase XdhD
1_2940	Xanthine permease XanP
1_2941	Probable guanine deaminase
1_2942	Nucleobase transporter PlAzg1 {ECO:0000303|PubMed:29385571}
1_2943	Putative electron transport protein YgfS
1_2944	NADPH-Fe(3+) oxidoreductase subunit beta
1_2945	Putative purine permease CPE0397
1_2946	Hypothetical protein
1_2947	Isopentenyl-diphosphate Delta-isomerase {ECO:0000255|HAMAP-Rule:MF_00202}
1_2948	Lysine--tRNA ligase
1_2949	Peptide chain release factor 2 {ECO:0000255|HAMAP-Rule:MF_00094}
1_2950	Single-stranded-DNA-specific exonuclease RecJ
1_2951	Thiol:disulfide interchange protein DsbC
1_2952	Tyrosine recombinase XerD {ECO:0000255|HAMAP-Rule:MF_01807}
1_2953	Flavodoxin 2
1_2954	Inner membrane protein YgfX
1_2955	FAD assembly factor SdhE
1_2956	tRNA-modifying protein YgfZ {ECO:0000255|HAMAP-Rule:MF_01175}
1_2957	UPF0073 membrane protein TP_1037
1_2958	N(4)-acetylcytidine amidohydrolase {ECO:0000255|HAMAP-Rule:MF_00684}
1_2959	Aryl-phospho-beta-D-glucosidase BglC
1_2960	Uncharacterized oxidoreductase YgfF
1_2961	Glycine dehydrogenase (decarboxylating) {ECO:0000255|HAMAP-Rule:MF_00711}
1_2962	Glycine cleavage system H protein {ECO:0000255|HAMAP-Rule:MF_00272}
1_2963	Aminomethyltransferase {ECO:0000255|HAMAP-Rule:MF_00259}
1_2964	3-demethoxyubiquinol 3-hydroxylase {ECO:0000305}
1_2965	2-octaprenyl-6-methoxyphenol hydroxylase
1_2966	Intermediate cleaving peptidase 55, mitochondrial {ECO:0000305}
1_2967	UPF0149 protein PM1723
1_2968	Cell division protein ZapA {ECO:0000255|HAMAP-Rule:MF_02012}
1_2969	5-formyltetrahydrofolate cyclo-ligase
1_2970	D-3-phosphoglycerate dehydrogenase 2
1_2971	Ribose-5-phosphate isomerase A {ECO:0000255|HAMAP-Rule:MF_00170}
1_2972	Hypothetical protein
1_2973	HTH-type transcriptional regulator ArgP {ECO:0000255|HAMAP-Rule:MF_00513}
